2019-05-29 17:52:27.582157: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-29 17:52:27.736549: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2599880000 Hz
2019-05-29 17:52:27.750141: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6abffd0 executing computations on platform Host. Devices:
2019-05-29 17:52:27.750201: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-29 17:52:27.750536: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 790 of [790, 800)
attack: step 1/30, xent loss = 0.191306, l2 loss = 0 (max 14.95), (true 50, predicted [50])
attack: step 15/30, xent loss = 25.4167, l2 loss = 10.9771 (max 14.95), (true 171, predicted [172])
attack: step 16/30, xent loss = 32.2185, l2 loss = 11.3646 (max 14.95), (true 171, predicted [172])
attack: step 17/30, xent loss = 33.5647, l2 loss = 11.8121 (max 14.95), (true 171, predicted [172])
attack: step 18/30, xent loss = 33.8258, l2 loss = 12.2761 (max 14.95), (true 171, predicted [172])
attack: step 19/30, xent loss = 32.0093, l2 loss = 12.9121 (max 14.95), (true 171, predicted [172])
attack: step 20/30, xent loss = 29.6201, l2 loss = 13.6112 (max 14.95), (true 171, predicted [172])
attack: step 21/30, xent loss = 33.7222, l2 loss = 14.0796 (max 14.95), (true 171, predicted [172])
attack: step 22/30, xent loss = 32.3647, l2 loss = 14.4536 (max 14.95), (true 171, predicted [172])
attack: step 23/30, xent loss = 36.0675, l2 loss = 14.7564 (max 14.95), (true 171, predicted [172])
attack: step 24/30, xent loss = 34.364, l2 loss = 15.1287 (max 14.95), (true 171, predicted [172])
attack: step 25/30, xent loss = 38.1796, l2 loss = 15.5813 (max 14.95), (true 171, predicted [172])
attack: step 26/30, xent loss = 39.3021, l2 loss = 15.8897 (max 14.95), (true 171, predicted [172])
attack: step 27/30, xent loss = 39.7638, l2 loss = 16.3201 (max 14.95), (true 171, predicted [172])
attack: step 28/30, xent loss = 43.4052, l2 loss = 16.7149 (max 14.95), (true 171, predicted [172])
attack: step 29/30, xent loss = 45.933, l2 loss = 17.0782 (max 14.95), (true 171, predicted [172])
attack: step 30/30, xent loss = 49.5808, l2 loss = 17.4168 (max 14.95), (true 171, predicted [172])
check failed
true = 171, adv = 728
evaluating 799 of [790, 800)
attack: step 1/30, xent loss = 0.135493, l2 loss = 0 (max 14.95), (true 195, predicted [195])
attack: step 2/30, xent loss = 1.36887, l2 loss = 0.213101 (max 14.95), (true 195, predicted [245])
attack: step 3/30, xent loss = 7.57379, l2 loss = 1.50717 (max 14.95), (true 195, predicted [245])
attack: step 4/30, xent loss = 11.4299, l2 loss = 2.05637 (max 14.95), (true 195, predicted [245])
attack: step 5/30, xent loss = 14.6046, l2 loss = 2.48492 (max 14.95), (true 195, predicted [245])
attack: step 6/30, xent loss = 13.7924, l2 loss = 2.97876 (max 14.95), (true 195, predicted [245])
attack: step 7/30, xent loss = 9.74841, l2 loss = 5.32209 (max 14.95), (true 195, predicted [245])
attack: step 8/30, xent loss = 15.5711, l2 loss = 5.51277 (max 14.95), (true 195, predicted [245])
attack: step 9/30, xent loss = 20.1681, l2 loss = 5.7497 (max 14.95), (true 195, predicted [245])
attack: step 10/30, xent loss = 18.9033, l2 loss = 6.13335 (max 14.95), (true 195, predicted [245])
attack: step 11/30, xent loss = 19.5168, l2 loss = 6.47723 (max 14.95), (true 195, predicted [245])
attack: step 12/30, xent loss = 17.5274, l2 loss = 7.28213 (max 14.95), (true 195, predicted [245])
attack: step 13/30, xent loss = 23.2845, l2 loss = 7.53376 (max 14.95), (true 195, predicted [245])
attack: step 14/30, xent loss = 22.294, l2 loss = 7.75261 (max 14.95), (true 195, predicted [245])
attack: step 15/30, xent loss = 22.129, l2 loss = 8.13224 (max 14.95), (true 195, predicted [245])
attack: step 16/30, xent loss = 26.5609, l2 loss = 8.47939 (max 14.95), (true 195, predicted [245])
attack: step 17/30, xent loss = 26.5265, l2 loss = 8.77041 (max 14.95), (true 195, predicted [245])
attack: step 18/30, xent loss = 24.7741, l2 loss = 9.28912 (max 14.95), (true 195, predicted [245])
attack: step 19/30, xent loss = 28.5812, l2 loss = 9.59321 (max 14.95), (true 195, predicted [245])
attack: step 20/30, xent loss = 23.6843, l2 loss = 9.98897 (max 14.95), (true 195, predicted [245])
attack: step 21/30, xent loss = 31.7894, l2 loss = 10.1846 (max 14.95), (true 195, predicted [245])
attack: step 22/30, xent loss = 29.226, l2 loss = 10.4943 (max 14.95), (true 195, predicted [245])
attack: step 23/30, xent loss = 34.4992, l2 loss = 10.8042 (max 14.95), (true 195, predicted [245])
attack: step 24/30, xent loss = 33.4255, l2 loss = 11.149 (max 14.95), (true 195, predicted [245])
attack: step 25/30, xent loss = 34.2516, l2 loss = 11.4823 (max 14.95), (true 195, predicted [245])
attack: step 26/30, xent loss = 32.7602, l2 loss = 11.7355 (max 14.95), (true 195, predicted [245])
attack: step 27/30, xent loss = 27.1915, l2 loss = 12.7495 (max 14.95), (true 195, predicted [245])
attack: step 28/30, xent loss = 33.0248, l2 loss = 12.914 (max 14.95), (true 195, predicted [245])
attack: step 29/30, xent loss = 29.8357, l2 loss = 13.1855 (max 14.95), (true 195, predicted [245])
attack: step 30/30, xent loss = 37.9707, l2 loss = 13.3502 (max 14.95), (true 195, predicted [245])
true = 195, adv = 195
